#query	mnx_id	reference	xrefs	name
DHPPDA	MNXR189560	rheaR:21868	bigg.reaction:DHPAH ... bigg.reaction:DHPPDA ... bigg.reaction:DHPPDA2 ... bigg.reaction:DHPPDA_2 ... bigg.reaction:DHPPDA_h ... bigg.reaction:R_DHPAH ... bigg.reaction:R_DHPPDA ... bigg.reaction:R_DHPPDA2 ... bigg.reaction:R_DHPPDA_2 ... bigg.reaction:R_DHPPDA_h ... biggR:DHPAH ... biggR:DHPPDA ... biggR:DHPPDA2 ... biggR:DHPPDA_2 ... biggR:DHPPDA_h ... biggR:R_DHPAH ... biggR:R_DHPPDA ... biggR:R_DHPPDA2 ... biggR:R_DHPPDA_2 ... biggR:R_DHPPDA_h ... deprecated:MNXR141996 ... deprecated:MNXR155812 ... deprecated:MNXR97430 ... kegg.reaction:R03459 ... keggR:R03459 ... metacyc.reaction:RIBOFLAVINSYNDEAM-RXN ... metacycR:RIBOFLAVINSYNDEAM-RXN ... rhea:21868 ... rhea:21869 ... rhea:21870 ... rhea:21871 ... rheaR:21868 ... rheaR:21869 ... rheaR:21870 ... rheaR:21871 ... sabiork.reaction:3253 ... sabiorkR:3253 ... seed.reaction:rxn02475 ... seed.reaction:rxn30012 ... seed.reaction:rxn32932 ... seed.reaction:rxn35473 ... seedR:rxn02475 ... seedR:rxn30012 ... seedR:rxn32932 ... seedR:rxn35473	1 MNXM1103734@MNXD1 + 1 MNXM1@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1532@MNXD1 + 1 MNXM729302@MNXD1
DHPS	MNXR140386	rheaR:30887	bigg.reaction:DHPS ... bigg.reaction:DHPSm ... bigg.reaction:R_DHPS ... bigg.reaction:R_DHPSm ... biggR:DHPS ... biggR:DHPSm ... biggR:R_DHPS ... biggR:R_DHPSm ... deprecated:MNXR107926 ... deprecated:MNXR139168 ... deprecated:MNXR142732 ... deprecated:MNXR1587 ... deprecated:MNXR79594 ... kegg.reaction:R03066 ... keggR:R03066 ... metacyc.reaction:RXN-14226 ... metacycR:RXN-14226 ... rhea:30887 ... rhea:30888 ... rhea:30889 ... rhea:30890 ... rheaR:30887 ... rheaR:30888 ... rheaR:30889 ... rheaR:30890 ... seed.reaction:rxn02200 ... seed.reaction:rxn30369 ... seedR:rxn02200 ... seedR:rxn30369	1 MNXM421@MNXD1 + 1 MNXM728662@MNXD1 = 1 MNXM722728@MNXD1 + 1 WATER@MNXD1
DHPS2	MNXR151976	rheaR:19949	bigg.reaction:DHPS2 ... bigg.reaction:DHPS2_1 ... bigg.reaction:FOLD3 ... bigg.reaction:FOLD3_1 ... bigg.reaction:FOLD3m ... bigg.reaction:R_DHPS2 ... bigg.reaction:R_DHPS2_1 ... bigg.reaction:R_FOLD3 ... bigg.reaction:R_FOLD3_1 ... bigg.reaction:R_FOLD3m ... biggR:DHPS2 ... biggR:DHPS2_1 ... biggR:FOLD3 ... biggR:FOLD3_1 ... biggR:FOLD3m ... biggR:R_DHPS2 ... biggR:R_DHPS2_1 ... biggR:R_FOLD3 ... biggR:R_FOLD3_1 ... biggR:R_FOLD3m ... deprecated:MNXR140085 ... deprecated:MNXR143108 ... deprecated:MNXR151977 ... kegg.reaction:R03067 ... keggR:R03067 ... metacyc.reaction:H2PTEROATESYNTH-RXN ... metacycR:H2PTEROATESYNTH-RXN ... rhea:19949 ... rhea:19950 ... rhea:19951 ... rhea:19952 ... rheaR:19949 ... rheaR:19950 ... rheaR:19951 ... rheaR:19952 ... sabiork.reaction:2910 ... sabiorkR:2910 ... seed.reaction:rxn02201 ... seed.reaction:rxn30380 ... seedR:rxn02201 ... seedR:rxn30380	1 MNXM11@MNXD1 + 1 MNXM722728@MNXD1 = 1 MNXM421@MNXD1 + 1 MNXM727068@MNXD1
DHQS	MNXR153354	rheaR:21968	bigg.reaction:DHQS ... bigg.reaction:DHQS_1 ... bigg.reaction:DHQS_2 ... bigg.reaction:R_DHQS ... bigg.reaction:R_DHQS_1 ... bigg.reaction:R_DHQS_2 ... biggR:DHQS ... biggR:DHQS_1 ... biggR:DHQS_2 ... biggR:R_DHQS ... biggR:R_DHQS_1 ... biggR:R_DHQS_2 ... deprecated:MNXR153355 ... deprecated:MNXR153356 ... deprecated:MNXR97447 ... kegg.reaction:R03083 ... keggR:R03083 ... metacyc.reaction:3-DEHYDROQUINATE-SYNTHASE-RXN ... metacycR:3-DEHYDROQUINATE-SYNTHASE-RXN ... rhea:21968 ... rhea:21969 ... rhea:21970 ... rhea:21971 ... rheaR:21968 ... rheaR:21969 ... rheaR:21970 ... rheaR:21971 ... sabiork.reaction:2923 ... sabiorkR:2923 ... seed.reaction:rxn02212 ... seed.reaction:rxn32559 ... seedR:rxn02212 ... seedR:rxn32559	1 MNXM1219@MNXD1 = 1 MNXM736874@MNXD1 + 1 MNXM9@MNXD1
DHQTi	MNXR153359	rheaR:21096	bigg.reaction:DHQTi ... bigg.reaction:DQDH ... bigg.reaction:R_DHQTi ... bigg.reaction:R_DQDH ... biggR:DHQTi ... biggR:DQDH ... biggR:R_DHQTi ... biggR:R_DQDH ... deprecated:MNXR153360 ... deprecated:MNXR153361 ... deprecated:MNXR97449 ... kegg.reaction:R03084 ... keggR:R03084 ... metacyc.reaction:3-DEHYDROQUINATE-DEHYDRATASE-RXN ... metacycR:3-DEHYDROQUINATE-DEHYDRATASE-RXN ... rhea:21096 ... rhea:21097 ... rhea:21098 ... rhea:21099 ... rheaR:21096 ... rheaR:21097 ... rheaR:21098 ... rheaR:21099 ... sabiork.reaction:2924 ... sabiorkR:2924 ... seed.reaction:rxn02213 ... seed.reaction:rxn17751 ... seed.reaction:rxn17752 ... seed.reaction:rxn30580 ... seedR:rxn02213 ... seedR:rxn17751 ... seedR:rxn17752 ... seedR:rxn30580	1 MNXM611@MNXD1 + 1 WATER@MNXD1 = 1 MNXM736874@MNXD1
DMATT	MNXR97512	rheaR:22408	bigg.reaction:DMATT ... bigg.reaction:DMATTx ... bigg.reaction:GPPS_h ... bigg.reaction:GPPSh ... bigg.reaction:R_DMATT ... bigg.reaction:R_DMATTx ... bigg.reaction:R_GPPS_h ... bigg.reaction:R_GPPSh ... biggR:DMATT ... biggR:DMATTx ... biggR:GPPS_h ... biggR:GPPSh ... biggR:R_DMATT ... biggR:R_DMATTx ... biggR:R_GPPS_h ... biggR:R_GPPSh ... deprecated:MNXR55238 ... kegg.reaction:R01658 ... keggR:R01658 ... metacyc.reaction:GPPSYN-RXN ... metacycR:GPPSYN-RXN ... rhea:22408 ... rhea:22409 ... rhea:22410 ... rhea:22411 ... rheaR:22408 ... rheaR:22409 ... rheaR:22410 ... rheaR:22411 ... sabiork.reaction:1793 ... sabiorkR:1793 ... seed.reaction:rxn01213 ... seed.reaction:rxn19872 ... seed.reaction:rxn38135 ... seedR:rxn01213 ... seedR:rxn19872 ... seedR:rxn38135	1 MNXM100@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM132@MNXD1 + 1 MNXM83@MNXD1
DMPPS	MNXR97524	seedR:rxn08352	bigg.reaction:DMPPS ... bigg.reaction:R_DMPPS ... biggR:DMPPS ... biggR:R_DMPPS ... seed.reaction:rxn08352 ... seed.reaction:rxn26481 ... seedR:rxn08352 ... seedR:rxn26481	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM606@MNXD1 = 1 MNXM132@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
DMPPS2r				
DMQMT	MNXR190208	rheaR:28679	bigg.reaction:DMQMT ... bigg.reaction:DMQMTm ... bigg.reaction:R_DMQMT ... bigg.reaction:R_DMQMTm ... biggR:DMQMT ... biggR:DMQMTm ... biggR:R_DMQMT ... biggR:R_DMQMTm ... deprecated:MNXR153379 ... deprecated:MNXR190209 ... metacyc.reaction:DHHB-METHYLTRANSFER-RXN ... metacycR:DHHB-METHYLTRANSFER-RXN ... rhea:28679 ... rhea:28680 ... rhea:28681 ... rhea:28682 ... rheaR:28679 ... rheaR:28680 ... rheaR:28681 ... rheaR:28682 ... seed.reaction:rxn40674 ... seedR:rxn40674	1 MNXM1102072@MNXD1 + 1 MNXM1104278@MNXD1 = 1 MNXM1102167@MNXD1 + 1 MNXM191@MNXD1 + 1 MNXM1@MNXD1
DMSOR1	MNXR97529	rheaR:29203	bigg.reaction:DMSOR1 ... bigg.reaction:R_DMSOR1 ... biggR:DMSOR1 ... biggR:R_DMSOR1 ... deprecated:MNXR26703 ... rhea:29203 ... rhea:29204 ... rhea:29205 ... rhea:29206 ... rheaR:29203 ... rheaR:29204 ... rheaR:29205 ... rheaR:29206 ... seed.reaction:rxn08354 ... seedR:rxn08354	1 MNXM223@MNXD1 + 1 MNXM745@MNXD1 = 1 MNXM444@MNXD1 + 1 MNXM509@MNXD1 + 1 WATER@MNXD1
DMSOR2	MNXR97531	rheaR:30587	bigg.reaction:DMSOR2 ... bigg.reaction:R_DMSOR2 ... biggR:DMSOR2 ... biggR:R_DMSOR2 ... deprecated:MNXR135775 ... deprecated:MNXR26772 ... deprecated:MNXR50870 ... rhea:30587 ... rhea:30588 ... rhea:30589 ... rhea:30590 ... rheaR:30587 ... rheaR:30588 ... rheaR:30589 ... rheaR:30590 ... seed.reaction:rxn08356 ... seedR:rxn08356	1 MNXM2178@MNXD1 + 1 MNXM444@MNXD1 + 1 WATER@MNXD1 = 1 MNXM558@MNXD1 + 1 MNXM745@MNXD1
DM_4HBA				
DM_5DRIB				
DM_5MTR				
DM_GCALD				
DM_HQN				
DM_atp_c_				
DM_btn				
DM_clpn140c				
DM_clpn160c				
DM_clpn180c				
DM_clpnai15c				
DM_clpnai17c				
DM_clpni15c				
DM_clpni16c				
DM_clpni17c				
DM_dad_5				
DM_dhptdc				
DM_teich_45_BSc				
DPCOAK	MNXR190944	rheaR:18245	bigg.reaction:DPCOAK ... bigg.reaction:DPCOAK_1 ... bigg.reaction:DPCOAKc ... bigg.reaction:DPCOAKm ... bigg.reaction:R_DPCOAK ... bigg.reaction:R_DPCOAK_1 ... bigg.reaction:R_DPCOAKc ... bigg.reaction:R_DPCOAKm ... biggR:DPCOAK ... biggR:DPCOAK_1 ... biggR:DPCOAKc ... biggR:DPCOAKm ... biggR:R_DPCOAK ... biggR:R_DPCOAK_1 ... biggR:R_DPCOAKc ... biggR:R_DPCOAKm ... deprecated:MNXR190945 ... deprecated:MNXR97762 ... kegg.reaction:R00130 ... keggR:R00130 ... metacyc.reaction:DEPHOSPHOCOAKIN-RXN ... metacycR:DEPHOSPHOCOAKIN-RXN ... rhea:18245 ... rhea:18246 ... rhea:18247 ... rhea:18248 ... rheaR:18245 ... rheaR:18246 ... rheaR:18247 ... rheaR:18248 ... sabiork.reaction:48 ... sabiorkR:48 ... seed.reaction:rxn00100 ... seed.reaction:rxn30214 ... seed.reaction:rxn33067 ... seedR:rxn00100 ... seedR:rxn30214 ... seedR:rxn33067	1 MNXM1104543@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM727276@MNXD1
DPRr				
DRBK	MNXR151238	rheaR:30871	bigg.reaction:DRBK ... bigg.reaction:DRBK_1 ... bigg.reaction:DRBKg ... bigg.reaction:R_DRBK ... bigg.reaction:R_DRBK_1 ... bigg.reaction:R_DRBKg ... biggR:DRBK ... biggR:DRBK_1 ... biggR:DRBKg ... biggR:R_DRBK ... biggR:R_DRBK_1 ... biggR:R_DRBKg ... deprecated:MNXR118567 ... deprecated:MNXR97781 ... kegg.reaction:R02750 ... keggR:R02750 ... rhea:30871 ... rhea:30872 ... rhea:30873 ... rhea:30874 ... rheaR:30871 ... rheaR:30872 ... rheaR:30873 ... rheaR:30874	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM732594@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM731178@MNXD1
DRIBabc	MNXR153396	biggR:DRIBabc	bigg.reaction:DRIBabc ... bigg.reaction:R_DRIBabc ... biggR:DRIBabc ... biggR:R_DRIBabc ... deprecated:MNXR97782	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM731178@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM731178@MNXD2 + 1 WATER@MNXD1
DRPAr				
DTMPK	MNXR97804	rheaR:13517	bigg.reaction:DTMPK ... bigg.reaction:DTMPKm ... bigg.reaction:R_DTMPK ... bigg.reaction:R_DTMPKm ... biggR:DTMPK ... biggR:DTMPKm ... biggR:R_DTMPK ... biggR:R_DTMPKm ... deprecated:MNXR68764 ... kegg.reaction:R02094 ... keggR:R02094 ... metacyc.reaction:DTMPKI-RXN ... metacycR:DTMPKI-RXN ... rhea:13517 ... rhea:13518 ... rhea:13519 ... rhea:13520 ... rheaR:13517 ... rheaR:13518 ... rheaR:13519 ... rheaR:13520 ... sabiork.reaction:91 ... sabiorkR:91 ... seed.reaction:rxn01513 ... seed.reaction:rxn27841 ... seed.reaction:rxn33672 ... seedR:rxn01513 ... seedR:rxn27841 ... seedR:rxn33672	1 MNXM152@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM257@MNXD1 + 1 MNXM3@MNXD1
DURAD	MNXR97814	rheaR:18093	bigg.reaction:DURAD ... bigg.reaction:R_DURAD ... biggR:DURAD ... biggR:R_DURAD ... deprecated:MNXR1810 ... kegg.reaction:R00978 ... keggR:R00978 ... metacyc.reaction:1.3.1.2-RXN ... metacycR:1.3.1.2-RXN ... rhea:18093 ... rhea:18094 ... rhea:18095 ... rhea:18096 ... rheaR:18093 ... rheaR:18094 ... rheaR:18095 ... rheaR:18096 ... sabiork.reaction:471 ... sabiorkR:471 ... seed.reaction:rxn00720 ... seed.reaction:rxn27484 ... seedR:rxn00720 ... seedR:rxn27484	1 MNXM158@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM506@MNXD1 + 1 MNXM5@MNXD1
DURAD2	MNXR97815	rheaR:58284	bigg.reaction:DURAD2 ... bigg.reaction:R_DURAD2 ... biggR:DURAD2 ... biggR:R_DURAD2 ... deprecated:MNXR106979 ... deprecated:MNXR1811 ... kegg.reaction:R01415 ... keggR:R01415 ... metacyc.reaction:RXN-11209 ... metacycR:RXN-11209 ... rhea:58284 ... rhea:58285 ... rhea:58286 ... rhea:58287 ... rheaR:58284 ... rheaR:58285 ... rheaR:58286 ... rheaR:58287 ... sabiork.reaction:476 ... sabiorkR:476 ... seed.reaction:rxn01028 ... seed.reaction:rxn37706 ... seedR:rxn01028 ... seedR:rxn37706	1 MNXM1@MNXD1 + 1 MNXM386@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM772@MNXD1
DURIPP	MNXR153408	rheaR:22824	bigg.reaction:DURIPP ... bigg.reaction:DURIPP_1 ... bigg.reaction:R_DURIPP ... bigg.reaction:R_DURIPP_1 ... biggR:DURIPP ... biggR:DURIPP_1 ... biggR:R_DURIPP ... biggR:R_DURIPP_1 ... deprecated:MNXR153409 ... deprecated:MNXR153410 ... deprecated:MNXR97818 ... kegg.reaction:R02484 ... keggR:R02484 ... metacyc.reaction:URA-PHOSPH-RXN ... metacycR:URA-PHOSPH-RXN ... rhea:22824 ... rhea:22825 ... rhea:22826 ... rhea:22827 ... rheaR:22824 ... rheaR:22825 ... rheaR:22826 ... rheaR:22827 ... sabiork.reaction:511 ... sabiorkR:511 ... seed.reaction:rxn01799 ... seed.reaction:rxn27423 ... seedR:rxn01799 ... seedR:rxn27423	1 MNXM1108138@MNXD1 + 1 MNXM158@MNXD1 = 1 MNXM492@MNXD1 + 1 MNXM9@MNXD1
DUTPDP	MNXR97822	rheaR:10248	bigg.reaction:DUTPDP ... bigg.reaction:DUTPDP_1 ... bigg.reaction:DUTPDPm ... bigg.reaction:DUTPDPn ... bigg.reaction:R_DUTPDP ... bigg.reaction:R_DUTPDP_1 ... bigg.reaction:R_DUTPDPm ... bigg.reaction:R_DUTPDPn ... biggR:DUTPDP ... biggR:DUTPDP_1 ... biggR:DUTPDPm ... biggR:DUTPDPn ... biggR:R_DUTPDP ... biggR:R_DUTPDP_1 ... biggR:R_DUTPDPm ... biggR:R_DUTPDPn ... deprecated:MNXR1816 ... kegg.reaction:R02100 ... keggR:R02100 ... metacyc.reaction:DUTP-PYROP-RXN ... metacycR:DUTP-PYROP-RXN ... rhea:10248 ... rhea:10249 ... rhea:10250 ... rhea:10251 ... rheaR:10248 ... rheaR:10249 ... rheaR:10250 ... rheaR:10251 ... sabiork.reaction:365 ... sabiorkR:365 ... seed.reaction:rxn01519 ... seed.reaction:rxn27844 ... seed.reaction:rxn32248 ... seed.reaction:rxn32257 ... seedR:rxn01519 ... seedR:rxn27844 ... seedR:rxn32248 ... seedR:rxn32257	1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM234@MNXD1 = 1 MNXM452@MNXD1 + 1 WATER@MNXD1
DXPRIr				
DXPS	MNXR153416	biggR:DXPS	bigg.reaction:DXPS ... bigg.reaction:DXS ... bigg.reaction:R_DXPS ... bigg.reaction:R_DXS ... biggR:DXPS ... biggR:DXS ... biggR:R_DXPS ... biggR:R_DXS ... deprecated:MNXR97831	1 MNXM13@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM622@MNXD1 = 1 MNXM23@MNXD1 + 1 MNXM739945@MNXD1
D_GLY3PRi				
D_LACD				
D_LACt2	MNXR97838	seedR:rxn08350	bigg.reaction:D_LACt2 ... bigg.reaction:D_LACt2pp ... bigg.reaction:D_LACtm ... bigg.reaction:R_D_LACt2 ... bigg.reaction:R_D_LACt2pp ... bigg.reaction:R_D_LACtm ... biggR:D_LACt2 ... biggR:D_LACt2pp ... biggR:D_LACtm ... biggR:R_D_LACt2 ... biggR:R_D_LACt2pp ... biggR:R_D_LACtm ... metacyc.reaction:TRANS-RXN0-515 ... metacycR:TRANS-RXN0-515 ... seed.reaction:rxn08350 ... seed.reaction:rxn09772 ... seed.reaction:rxn10171 ... seedR:rxn08350 ... seedR:rxn09772 ... seedR:rxn10171	1 MNXM01@MNXD1 + 1 MNXM731834@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM731834@MNXD2
E4PD	MNXR97842	rheaR:12056	bigg.reaction:E4PD ... bigg.reaction:R_E4PD ... biggR:E4PD ... biggR:R_E4PD ... deprecated:MNXR1822 ... kegg.reaction:R01825 ... keggR:R01825 ... metacyc.reaction:ERYTH4PDEHYDROG-RXN ... metacycR:ERYTH4PDEHYDROG-RXN ... rhea:12056 ... rhea:12057 ... rhea:12058 ... rhea:12059 ... rheaR:12056 ... rheaR:12057 ... rheaR:12058 ... rheaR:12059 ... sabiork.reaction:1909 ... sabiorkR:1909 ... seed.reaction:rxn01331 ... seedR:rxn01331	1 MNXM10@MNXD1 + 1 MNXM1407@MNXD1 + 2 MNXM1@MNXD1 = 1 MNXM258@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
EAR10M12x				
EAR11M12				
EAR12M14				
EAR13M14x				
EAR14M16x				
EAR15M16x				
EAR4M6x				
EAR5M6x				
EAR6M8				
EAR7M8				
EAR8M10				
EAR9M10				
ECOAH12	MNXR189351	rheaR:31175	bigg.reaction:ECOAH12 ... bigg.reaction:ECOAH12m ... bigg.reaction:R_ECOAH12 ... bigg.reaction:R_ECOAH12m ... bigg.reaction:R_r0669 ... bigg.reaction:r0669 ... biggR:ECOAH12 ... biggR:ECOAH12m ... biggR:R_ECOAH12 ... biggR:R_ECOAH12m ... biggR:R_r0669 ... biggR:r0669 ... deprecated:MNXR125515 ... deprecated:MNXR151687 ... deprecated:MNXR189352 ... kegg.reaction:R04224 ... keggR:R04224 ... metacyc.reaction:METHYLACYLYLCOA-HYDROXY-RXN ... metacycR:METHYLACYLYLCOA-HYDROXY-RXN ... rhea:31175 ... rhea:31176 ... rhea:31177 ... rhea:31178 ... rheaR:31175 ... rheaR:31176 ... rheaR:31177 ... rheaR:31178 ... sabiork.reaction:3935 ... sabiorkR:3935 ... seed.reaction:rxn20198 ... seed.reaction:rxn20199 ... seed.reaction:rxn37687 ... seedR:rxn20198 ... seedR:rxn20199 ... seedR:rxn37687	1 MNXM1104781@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1105906@MNXD1
ECOAH1R				
ECOAH9				
EDA_R				
EHGLAT	MNXR148082	rheaR:10480	bigg.reaction:EHGLAT ... bigg.reaction:EHGLATm ... bigg.reaction:EHGLATp ... bigg.reaction:R_EHGLAT ... bigg.reaction:R_EHGLATm ... bigg.reaction:R_EHGLATp ... biggR:EHGLAT ... biggR:EHGLATm ... biggR:EHGLATp ... biggR:R_EHGLAT ... biggR:R_EHGLATm ... biggR:R_EHGLATp ... deprecated:MNXR108060 ... deprecated:MNXR109292 ... deprecated:MNXR97908 ... kegg.reaction:R03266 ... keggR:R03266 ... rhea:10480 ... rhea:10481 ... rhea:10482 ... rhea:10483 ... rheaR:10480 ... rheaR:10481 ... rheaR:10482 ... rheaR:10483 ... seed.reaction:rxn02339 ... seed.reaction:rxn18921 ... seed.reaction:rxn30371 ... seed.reaction:rxn30372 ... seedR:rxn02339 ... seedR:rxn18921 ... seedR:rxn30371 ... seedR:rxn30372	1 MNXM20@MNXD1 + 1 MNXM733010@MNXD1 = 1 MNXM741173@MNXD1 + 1 MNXM894@MNXD1
ENO	MNXR97932	rheaR:10164	bigg.reaction:ENO ... bigg.reaction:ENO_h ... bigg.reaction:ENOf ... bigg.reaction:ENOm ... bigg.reaction:R_ENO ... bigg.reaction:R_ENO_h ... bigg.reaction:R_ENOf ... bigg.reaction:R_ENOm ... biggR:ENO ... biggR:ENO_h ... biggR:ENOf ... biggR:ENOm ... biggR:R_ENO ... biggR:R_ENO_h ... biggR:R_ENOf ... biggR:R_ENOm ... deprecated:MNXR1898 ... kegg.reaction:R00658 ... keggR:R00658 ... metacyc.reaction:2PGADEHYDRAT-RXN ... metacycR:2PGADEHYDRAT-RXN ... rhea:10164 ... rhea:10165 ... rhea:10166 ... rhea:10167 ... rheaR:10164 ... rheaR:10165 ... rheaR:10166 ... rheaR:10167 ... sabiork.reaction:8 ... sabiorkR:8 ... seed.reaction:rxn00459 ... seed.reaction:rxn17748 ... seed.reaction:rxn30576 ... seed.reaction:rxn33498 ... seed.reaction:rxn35218 ... seed.reaction:rxn37952 ... seed.reaction:rxn37953 ... seedR:rxn00459 ... seedR:rxn17748 ... seedR:rxn30576 ... seedR:rxn33498 ... seedR:rxn35218 ... seedR:rxn37952 ... seedR:rxn37953	1 MNXM275@MNXD1 = 1 MNXM73@MNXD1 + 1 WATER@MNXD1
ETHAAL	MNXR97968	rheaR:15313	bigg.reaction:ETHAAL ... bigg.reaction:R_ETHAAL ... biggR:ETHAAL ... biggR:R_ETHAAL ... deprecated:MNXR1921 ... deprecated:MNXR82449 ... kegg.reaction:R00749 ... keggR:R00749 ... metacyc.reaction:ETHAMLY-RXN ... metacycR:ETHAMLY-RXN ... rhea:15313 ... rhea:15314 ... rhea:15315 ... rhea:15316 ... rheaR:15313 ... rheaR:15314 ... rheaR:15315 ... rheaR:15316 ... seed.reaction:rxn00539 ... seed.reaction:rxn30017 ... seedR:rxn00539 ... seedR:rxn30017	1 MNXM218@MNXD1 = 1 MNXM729302@MNXD1 + 1 MNXM75@MNXD1
ETHAt2				
ETHSO3abc				
ETOHt	MNXR97980	rheaR:35267	bigg.reaction:ETOHt ... bigg.reaction:ETOHtex ... bigg.reaction:ETOHth ... bigg.reaction:ETOHtm ... bigg.reaction:ETOHtrpp ... bigg.reaction:ETOHtx ... bigg.reaction:EX_etoh_e ... bigg.reaction:R_ETOHt ... bigg.reaction:R_ETOHtex ... bigg.reaction:R_ETOHth ... bigg.reaction:R_ETOHtm ... bigg.reaction:R_ETOHtrpp ... bigg.reaction:R_ETOHtx ... bigg.reaction:R_EX_etoh_e ... biggR:ETOHt ... biggR:ETOHtex ... biggR:ETOHth ... biggR:ETOHtm ... biggR:ETOHtrpp ... biggR:ETOHtx ... biggR:EX_etoh_e ... biggR:R_ETOHt ... biggR:R_ETOHtex ... biggR:R_ETOHth ... biggR:R_ETOHtm ... biggR:R_ETOHtrpp ... biggR:R_ETOHtx ... biggR:R_EX_etoh_e ... deprecated:MNXR1930 ... deprecated:MNXR98461 ... metacyc.reaction:TRANS-RXN0-546 ... metacycR:TRANS-RXN0-546 ... rhea:35267 ... rhea:35268 ... rhea:35269 ... rhea:35270 ... rheaR:35267 ... rheaR:35268 ... rheaR:35269 ... rheaR:35270 ... seed.reaction:rxn08428 ... seed.reaction:rxn09683 ... seed.reaction:rxn09764 ... seed.reaction:rxn33481 ... seed.reaction:rxn34210 ... seedR:rxn08428 ... seedR:rxn09683 ... seedR:rxn09764 ... seedR:rxn33481 ... seedR:rxn34210	1 MNXM1108092@MNXD1 = 1 MNXM1108092@MNXD2
EX_12dgr180e				
EX_13ppde				
EX_2ddglcne				
EX_2mbute				
EX_34dhphae				
EX_4abute				
EX_4hphace				
EX_4mcate				
EX_5aptne				
EX_Lcyste				
EX_ace				
EX_acalde				
EX_acgame				
EX_adpcble				
EX_ala_De				
EX_ala_Le				
EX_alaaspe				
EX_alaglne				
EX_alaglue				
EX_alaglye				
EX_alahise				
EX_alaleue				
EX_alathre				
EX_alltne				
EX_arab_Le				
EX_arbte				
EX_arg_Le				
EX_asn_Le				
EX_aso3e				
EX_aso4e				
EX_asp_Le				
EX_bhbe				
EX_biomasse				
